fees_status,day,month,advertising_channel,advertisement,enrolled_courses,paid_fees,number_of_phone_calls,average_call_duration,training_models,training_levels,area_code,sale_team,consultant
Paid,1,May,Google Ad,AD01-9362,4,"EGP 20,000,000 ",3,3:12,GK,Pre. L3,A2,Mohammed,Mohmed
Paid,10,Jul,Facebook Page,AD01-9362,1,"EGP 7,000,000 ",4,3:12,GK,KJI. L4,C8,Salah,Dary
Not Paid,21,Feb,Youtube Channel,AD01-9362,0,EGP 0,2,3:12,,,B12,Salah,Dary
Not Paid,16,Mar,Company Website,AD01-9364,0,EGP 0,5,3:12,,,A4,Salah,Dary
Not Paid,25,Sep,Company Website,AD01-9362,0,EGP 0,1,3:12,,,A1,Salah,John
Not Paid,7,Dec,Television Ad,AD01-9364,0,EGP 0,1,3:12,,,A2,Salah,Sahar
Not Paid,23,Dec,Facebook Page,AD01-9362,0,EGP 0,5,3:12,,,B13,Mohammed,Rony
Not Paid,21,Feb,Youtube Channel,AD01-9362,0,EGP 0,2,3:12,,,B12,Salah,Dary
Not Paid,16,Mar,Company Website,AD01-9364,0,EGP 0,5,3:12,,,A4,Salah,Dary
Paid,30,Aug,Company Website,AD01-9361,5,"EGP 25,000,000 ",1,3:14,GK,Pre. L4,B13,Mohammed,Kisho
Paid,25,Sep,Television Ad,AD01-9361,4,"EGP 20,000,000 ",2,3:14,CNI,KJI. L4,C8,Salah,John
Paid,9,Sep,Company Website,AD01-9361,1,"EGP 7,000,000 ",2,3:14,GK,Fndn. L5,B12,Mohammed,Kisho
Paid,29,Oct,Google Ad,AD01-9362,2,"EGP 12,000,000 ",1,3:14,GK,Pre. L3,A1,Abdullah,Adam
Paid,13,Oct,Company Website,AD01-9361,2,"EGP 12,000,000 ",2,3:14,GK,KJI. L4,A2,Ahmed,Khalil
Paid,29,Oct,Facebook Page,AD01-9365,2,"EGP 12,000,000 ",1,3:14,GK,Pre. L2,B18,Abdullah,Reham
Paid,1,Nov,Company Website,AD01-9361,2,"EGP 38,000,000 ",4,3:14,BE,KJI. L4,A1,Salah,Sahar
Paid,22,Nov,Television Ad,AD01-9363,4,"EGP 20,000,000 ",5,3:14,GK,Fndn. L1,B12,Salah,Dary
Paid,1,Dec,Television Ad,AD01-9361,5,"EGP 21,000,000 ",2,3:14,GK,Pre. L2,A4,Salah,Ahmed
Paid,15,Dec,Company Website,AD01-9362,3,"EGP 15,000,000 ",2,3:14,GK,Fndn. L5,A7,Salah,Dina
Not Paid,20,Mar,Television Ad,AD01-9361,0,EGP 0,2,3:14,,,C8,Ahmed,Khalil
Not Paid,10,Dec,Company Website,AD01-9362,0,EGP 0,4,3:14,,,B12,Salah,Ahmed
Not Paid,20,Dec,Television Ad,AD01-9361,0,EGP 0,1,3:14,,,A2,Mohammed,Kenza
Not Paid,20,Mar,Television Ad,AD01-9361,0,EGP 0,2,3:14,,,C8,Ahmed,Khalil
Paid,12,Jan,Television Ad,AD01-9361,5,"EGP 25,000,000 ",1,3:16,GK,Pre. L8,A1,Mohammed,Mohmed
Paid,1,Jun,Television Ad,AD01-9361,4,"EGP 20,000,000 ",4,3:16,CNI,Fndn. L1,A2,Ahmed,Hany
Paid,28,Jun,Google Ad,AD01-9364,4,"EGP 15,000,000 ",2,3:16,GK,Fndn. L5,B18,Ahmed,Hany
Paid,3,Sep,Television Ad,AD01-9364,3,"EGP 12,000,000 ",1,3:16,GK,Fndn. L5,A1,Mohammed,Kisho
Paid,28,Oct,WhatsApp,AD01-9363,2,"EGP 38,000,000 ",2,3:16,BE,Fndn. L5,B13,Salah,Dina
Paid,28,Oct,Television Ad,AD01-9364,1,"EGP 19,000,000 ",1,3:16,BE,KJI. L4,B18,Salah,Dary
Paid,23,Oct,Google Ad,AD01-9362,2,"EGP 10,000,000 ",2,3:16,GK,KJI. L4,B13,Salah,Dary
Paid,26,Oct,Facebook Page,AD01-9361,1,"EGP 7,000,000 ",2,3:16,GK,Fndn. L5,A2,Mohammed,Rony
Paid,1,Oct,WhatsApp,AD01-9365,3,"EGP 11,000,000 ",3,3:16,GK,KJI. L4,A4,Abdullah,Hisham
Paid,12,Nov,Google Ad,AD01-9364,5,"EGP 25,000,000 ",4,3:16,GK,Pre. L8,B12,Mohammed,Rony
Paid,12,Jan,Television Ad,AD01-9361,5,"EGP 25,000,000 ",1,3:16,GK,Pre. L8,A1,Mohammed,Mohmed
Paid,1,Jun,Television Ad,AD01-9361,4,"EGP 20,000,000 ",4,3:16,CNI,Fndn. L1,A2,Ahmed,Hany
Paid,28,Jun,Google Ad,AD01-9364,4,"EGP 15,000,000 ",2,3:16,GK,Fndn. L5,B18,Ahmed,Hany
Not Paid,9,Jun,Television Ad,AD01-9364,0,EGP 0,3,3:16,,,B12,Salah,Ahmed
Not Paid,17,Sep,Company Website,AD01-9364,0,EGP 0,2,3:16,,,C8,Abdullah,Reham
Not Paid,11,Nov,Youtube Channel,AD01-9362,0,EGP 0,3,3:16,,,A4,Mohammed,Kisho
Not Paid,9,Jun,Television Ad,AD01-9364,0,EGP 0,3,3:16,,,B12,Salah,Ahmed
Paid,3,Aug,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",2,3:17,BE,Fndn. L3,B12,Ahmed,Khalil
Paid,30,Aug,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",2,3:17,GK,Fndn. L5,A1,Mohammed,Rony
Paid,21,Sep,Television Ad,AD01-9363,3,"EGP 15,000,000 ",1,3:17,GK,Fndn. L5,A2,Abdullah,Hisham
Paid,31,Oct,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",2,3:17,GK,KJI. L4,A7,Ahmed,Hany
Paid,27,Oct,Television Ad,AD01-9361,2,"EGP 12,000,000 ",5,3:17,GK,Pre. L8,B18,Salah,Jood
Paid,30,Nov,Television Ad,AD01-9361,5,"EGP 20,000,000 ",2,3:17,GK,KJI. L4,A4,Ahmed,Khalil
Paid,20,Nov,Television Ad,AD01-9364,3,"EGP 15,000,000 ",5,3:17,GK,Fndn. L5,B12,Salah,John
Paid,4,Nov,WhatsApp,AD01-9361,1,"EGP 7,000,000 ",2,3:17,GK,Fndn. L1,B13,Mohammed,Kisho
Paid,3,Aug,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",2,3:17,BE,Fndn. L3,B12,Ahmed,Khalil
Paid,30,Aug,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",2,3:17,GK,Fndn. L5,A1,Mohammed,Rony
Not Paid,14,Oct,Google Ad,AD01-9362,0,EGP 0,4,3:17,,,B13,Salah,Dary
Not Paid,5,Oct,Company Website,AD01-9361,0,EGP 0,1,3:17,,,C8,Mohammed,Kenza
Not Paid,2,Dec,Google Ad,AD01-9362,0,EGP 0,3,3:17,,,A1,Salah,Dary
Not Paid,30,Dec,WhatsApp,AD01-9361,0,EGP 0,2,3:17,,,A1,Abdullah,Reham
Not Paid,10,Dec,Company Website,AD01-9362,0,EGP 0,1,3:17,,,A2,Abdullah,Adam
Paid,1,Jan,Google Ad,AD01-9361,1,"EGP 7,000,000 ",3,3:30,GK,Fndn. L6,B18,Salah,Sahar
Paid,11,Feb,WhatsApp,AD01-9361,4,"EGP 20,000,000 ",2,3:30,CNI,Fndn. L5,C8,Mohammed,Kenza
Paid,25,Aug,Television Ad,AD01-9364,3,"EGP 15,000,000 ",1,3:30,GK,KJI. L4,B13,Ahmed,Hany
Paid,17,Sep,Youtube Channel,AD01-9364,3,"EGP 11,000,000 ",4,3:30,GK,KJI. L4,B13,Ahmed,Hany
Paid,30,Sep,Television Ad,AD01-9361,5,"EGP 25,000,000 ",3,3:30,GK,KJI. L4,A2,Salah,Sahar
Paid,22,Oct,Television Ad,AD01-9362,2,"EGP 38,000,000 ",6,3:30,BE,Fndn. L5,B12,Salah,Ahmed
Paid,7,Oct,Television Ad,AD01-9362,2,"EGP 10,000,000 ",5,3:30,GK,Fndn. L5,A1,Mohammed,Rony
Paid,8,Oct,Television Ad,AD01-9362,3,"EGP 12,000,000 ",3,3:30,GK,Pre. L3,A1,Abdullah,Reham
Paid,19,Oct,Company Website,AD01-9365,4,"EGP 20,000,000 ",1,3:30,GK,Pre. L3,A4,Mohammed,Habib
Paid,28,Oct,WhatsApp,AD01-9362,2,"EGP 12,000,000 ",3,3:30,GK,Pre. L2,B12,Abdullah,Hisham
Paid,5,Nov,Television Ad,AD01-9362,1,"EGP 19,000,000 ",2,3:30,BE,Pre. L8,B13,Mohammed,Kisho
Paid,1,Jan,Google Ad,AD01-9361,1,"EGP 7,000,000 ",3,3:30,GK,Fndn. L6,B18,Salah,Sahar
Paid,11,Feb,WhatsApp,AD01-9361,4,"EGP 20,000,000 ",2,3:30,CNI,Fndn. L5,C8,Mohammed,Kenza
Paid,25,Aug,Television Ad,AD01-9364,3,"EGP 15,000,000 ",1,3:30,GK,KJI. L4,B13,Ahmed,Hany
Not Paid,12,Sep,Facebook Page,AD01-9362,0,EGP 0,1,3:30,,,A1,Salah,Dina
Not Paid,14,Dec,Company Website,AD01-9361,0,EGP 0,4,3:30,,,A1,Mohammed,Rony
Paid,11,Feb,Television Ad,AD01-9365,3,"EGP 15,000,000 ",1,3:40,GK,KJI. L4,A2,Ahmed,Hany
Paid,13,Jul,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",5,3:40,GK,Pre. L2,C8,Abdullah,Hisham
Paid,10,Aug,Television Ad,AD01-9361,2,"EGP 12,000,000 ",2,3:40,GK,Fndn. L5,B18,Mohammed,Mohmed
Paid,19,Aug,Google Ad,AD01-9362,3,"EGP 15,000,000 ",2,3:40,GK,KJI. L4,A4,Abdullah,Hisham
Paid,11,Sep,Television Ad,AD01-9361,5,"EGP 21,000,000 ",5,3:40,GK,Pre. L3,A4,Mohammed,Habib
Paid,30,Sep,Facebook Page,AD01-9364,4,"EGP 20,000,000 ",4,3:40,GK,Fndn. L6,B12,Mohammed,Kisho
Paid,30,Oct,Company Website,AD01-9362,2,"EGP 12,000,000 ",1,3:40,GK,Pre. L3,B18,Abdullah,Hisham
Paid,17,Nov,Facebook Page,AD01-9364,4,"EGP 11,000,000 ",1,3:40,CNI,Fndn. L5,A4,Ahmed,Hany
Paid,16,Nov,WhatsApp,AD01-9365,5,"EGP 25,000,000 ",1,3:40,GK,Fndn. L5,B13,Mohammed,Mohmed
Paid,27,Dec,Facebook Page,AD01-9362,2,"EGP 38,000,000 ",1,3:40,BE,KJI. L4,A1,Salah,John
Paid,11,Feb,Television Ad,AD01-9365,3,"EGP 15,000,000 ",1,3:40,GK,KJI. L4,A2,Ahmed,Hany
Paid,13,Jul,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",5,3:40,GK,Pre. L2,C8,Abdullah,Hisham
Paid,10,Aug,Television Ad,AD01-9361,2,"EGP 12,000,000 ",2,3:40,GK,Fndn. L5,B18,Mohammed,Mohmed
Paid,19,Aug,Google Ad,AD01-9362,3,"EGP 15,000,000 ",2,3:40,GK,KJI. L4,A4,Abdullah,Hisham
Not Paid,23,Sep,Facebook Page,AD01-9362,0,EGP 0,1,3:40,,,A4,Mohammed,Kisho
Not Paid,19,Oct,Facebook Page,AD01-9362,0,EGP 0,4,3:40,,,B12,Salah,John
Not Paid,27,Nov,Television Ad,AD01-9362,0,EGP 0,1,3:40,,,A1,Salah,Dina
Paid,15,Feb,Google Ad,AD01-9361,3,"EGP 12,000,000 ",4,4:00,GK,Fndn. L5,A1,Salah,Dary
Paid,4,Jul,Company Website,AD01-9361,1,"EGP 19,000,000 ",2,4:00,BE,Pre. L2,B13,Abdullah,Adam
Paid,11,Sep,Television Ad,AD01-9364,2,"EGP 38,000,000 ",1,4:00,FC,Fndn. L1,A4,Mohammed,Habib
Paid,23,Sep,Facebook Page,AD01-9364,1,"EGP 7,000,000 ",3,4:00,GK,KJI. L4,B12,Ahmed,Khalil
Paid,8,Oct,Company Website,AD01-9361,4,"EGP 20,000,000 ",4,4:00,CNI,KJI. L4,A7,Mohammed,Rony
Paid,8,Oct,Company Website,AD01-9364,3,"EGP 15,000,000 ",1,4:00,GK,Pre. L2,A2,Salah,Ahmed
Paid,29,Oct,Television Ad,AD01-9364,2,"EGP 12,000,000 ",1,4:00,GK,Pre. L4,B18,Salah,Dina
Paid,25,Oct,Facebook Page,AD01-9361,5,"EGP 25,000,000 ",3,4:00,GK,Fndn. L5,C8,Abdullah,Hisham
Paid,22,Nov,Company Website,AD01-9361,2,"EGP 12,000,000 ",4,4:00,GK,Fndn. L1,B13,Mohammed,Mohmed
Paid,15,Feb,Google Ad,AD01-9361,3,"EGP 12,000,000 ",4,4:00,GK,Fndn. L5,A1,Salah,Dary
Paid,4,Jul,Company Website,AD01-9361,1,"EGP 19,000,000 ",2,4:00,BE,Pre. L2,B13,Abdullah,Adam
Not Paid,25,Oct,Facebook Page,AD01-9362,0,EGP 0,5,4:00,,,A2,Abdullah,Reham
Not Paid,26,Nov,Television Ad,AD01-9361,0,EGP 0,2,4:00,,,B12,Mohammed,Kisho
Not Paid,26,Nov,Company Website,AD01-9361,0,EGP 0,3,4:00,,,C8,Mohammed,Kisho
Not Paid,10,Dec,Facebook Page,AD01-9364,0,EGP 0,3,4:00,,,B12,Ahmed,Khalil
Paid,16,Jan,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",1,4:40,GK,Fndn. L5,A4,Mohammed,Kisho
Paid,11,Feb,Television Ad,AD01-9362,2,"EGP 12,000,000 ",4,4:40,GK,KJI. L4,B12,Ahmed,Khalil
Paid,1,May,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",2,4:40,GK,Fndn. L5,C8,Ahmed,Hany
Paid,9,Sep,Facebook Page,AD01-9361,2,"EGP 38,000,000 ",5,4:40,BE,KJI. L4,B18,Mohammed,Rony
Paid,11,Sep,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",5,4:40,GK,Fndn. L6,A7,Salah,John
Paid,22,Sep,Google Ad,AD01-9362,3,"EGP 15,000,000 ",4,4:40,GK,Pre. L3,A1,Abdullah,Hisham
Paid,30,Sep,Google Ad,AD01-9361,3,"EGP 15,000,000 ",3,4:40,GK,Fndn. L5,B13,Mohammed,Rony
Paid,10,Oct,Company Website,AD01-9364,4,"EGP 11,000,000 ",2,4:40,CNI,KJI. L4,A1,Mohammed,Habib
Paid,24,Oct,Television Ad,AD01-9362,4,"EGP 20,000,000 ",1,4:40,CNI,KJI. L4,A1,Ahmed,Khalil
Paid,26,Oct,Company Website,AD01-9362,5,"EGP 20,000,000 ",2,4:40,GK,KJI. L4,A1,Salah,Sahar
Paid,1,Oct,Facebook Page,AD01-9363,4,"EGP 20,000,000 ",2,4:40,GK,Fndn. L1,A2,Salah,John
Paid,30,Oct,Google Ad,AD01-9363,1,"EGP 7,000,000 ",3,4:40,GK,Pre. L2,A2,Abdullah,Reham
Paid,8,Oct,Facebook Page,AD01-9361,5,"EGP 25,000,000 ",4,4:40,GK,Pre. L8,A7,Abdullah,Hisham
Paid,11,Oct,Television Ad,AD01-9362,3,"EGP 15,000,000 ",3,4:40,GK,Fndn. L1,B13,Salah,John
Paid,11,Oct,WhatsApp,AD01-9362,3,"EGP 15,000,000 ",1,4:40,GK,Fndn. L3,B18,Salah,Sahar
Paid,9,Nov,WhatsApp,AD01-9361,1,"EGP 19,000,000 ",5,4:40,BE,Fndn. L5,C8,Abdullah,Reham
Paid,22,Nov,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",1,4:40,BE,Pre. L4,C8,Mohammed,Rony
Paid,12,Nov,Company Website,AD01-9362,4,"EGP 20,000,000 ",2,4:40,GK,Fndn. L5,A2,Salah,Dary
Paid,22,Nov,Facebook Page,AD01-9362,3,"EGP 15,000,000 ",1,4:40,GK,KJI. L4,B18,Salah,John
Paid,16,Jan,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",1,4:40,GK,Fndn. L5,A4,Mohammed,Kisho
Paid,11,Feb,Television Ad,AD01-9362,2,"EGP 12,000,000 ",4,4:40,GK,KJI. L4,B12,Ahmed,Khalil
Paid,1,May,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",2,4:40,GK,Fndn. L5,C8,Ahmed,Hany
Not Paid,15,Mar,WhatsApp,AD01-9364,0,EGP 0,2,4:40,,,B12,Mohammed,Kisho
Not Paid,11,May,Television Ad,AD01-9362,0,EGP 0,5,4:40,,,A2,Ahmed,Hany
Not Paid,14,Aug,Company Website,AD01-9362,0,EGP 0,4,4:40,,,B12,Salah,Sahar
Not Paid,24,Sep,Youtube Channel,AD01-9362,0,EGP 0,3,4:40,,,A7,Salah,John
Not Paid,1,Oct,Television Ad,AD01-9362,0,EGP 0,1,4:40,,,B12,Mohammed,Mohmed
Not Paid,19,Dec,Facebook Page,AD01-9362,0,EGP 0,2,4:40,,,A1,Ahmed,Hany
Not Paid,15,Mar,WhatsApp,AD01-9364,0,EGP 0,2,4:40,,,B12,Mohammed,Kisho
Not Paid,11,May,Television Ad,AD01-9362,0,EGP 0,5,4:40,,,A2,Ahmed,Hany
Paid,19,Aug,Company Website,AD01-9363,1,"EGP 7,000,000 ",5,4:45,GK,Pre. L8,B18,Salah,Dary
Paid,5,Sep,Facebook Page,AD01-9362,4,"EGP 15,000,000 ",3,4:45,GK,KJI. L4,A2,Ahmed,Hany
Paid,11,Oct,Television Ad,AD01-9363,2,"EGP 38,000,000 ",1,4:45,BE,KJI. L4,A4,Salah,Dary
Paid,1,Oct,Google Ad,AD01-9364,3,"EGP 15,000,000 ",1,4:45,GK,Fndn. L1,A1,Ahmed,Khalil
Paid,21,Oct,Company Website,AD01-9364,5,"EGP 20,000,000 ",5,4:45,GK,Pre. L3,A7,Mohammed,Rony
Paid,27,Nov,WhatsApp,AD01-9362,3,"EGP 11,000,000 ",3,4:45,GK,Pre. L3,B18,Abdullah,Adam
Paid,28,Nov,WhatsApp,AD01-9361,2,"EGP 12,000,000 ",3,4:45,GK,Fndn. L1,C8,Salah,Dina
Paid,11,Dec,WhatsApp,AD01-9361,1,"EGP 19,000,000 ",1,4:45,BE,Fndn. L5,A1,Salah,Ahmed
Paid,25,Dec,Television Ad,AD01-9361,2,"EGP 12,000,000 ",1,4:45,GK,Pre. L3,B12,Abdullah,Reham
Paid,23,Dec,Television Ad,AD01-9364,2,"EGP 12,000,000 ",1,4:45,GK,Pre. L4,B18,Mohammed,Kisho
Paid,19,Aug,Company Website,AD01-9363,1,"EGP 7,000,000 ",5,4:45,GK,Pre. L8,B18,Salah,Dary
Not Paid,11,Jan,WhatsApp,AD01-9361,0,EGP 0,4,4:45,,,A1,Abdullah,Hisham
Not Paid,19,Sep,Television Ad,AD01-9362,0,EGP 0,6,4:45,,,A1,Mohammed,Kenza
Not Paid,18,Nov,Youtube Channel,AD01-9362,0,EGP 0,4,4:45,,,C8,Ahmed,Hany
Not Paid,11,Jan,WhatsApp,AD01-9361,0,EGP 0,4,4:45,,,A1,Abdullah,Hisham
Paid,13,Jan,Google Ad,AD01-9362,2,"EGP 12,000,000 ",1,4:48,GK,Pre. L3,A1,Mohammed,Kisho
Paid,1,May,Google Ad,AD01-9361,4,"EGP 20,000,000 ",4,4:48,CNI,Pre. L4,B12,Salah,John
Paid,12,Sep,Google Ad,AD01-9364,2,"EGP 10,000,000 ",5,4:48,GK,Fndn. L3,C8,Ahmed,Hany
Paid,13,Oct,Television Ad,AD01-9361,1,"EGP 19,000,000 ",4,4:48,BE,Pre. L3,A2,Mohammed,Rony
Paid,8,Oct,Google Ad,AD01-9361,3,"EGP 15,000,000 ",3,4:48,GK,KJI. L4,A4,Salah,Sahar
Paid,17,Nov,Television Ad,AD01-9362,2,"EGP 12,000,000 ",3,4:48,GK,Fndn. L5,A4,Ahmed,Hany
Paid,12,Nov,Company Website,AD01-9362,3,"EGP 15,000,000 ",1,4:48,GK,Fndn. L1,B18,Mohammed,Mohmed
Paid,16,Dec,Youtube Channel,AD01-9361,5,"EGP 25,000,000 ",2,4:48,GK,KJI. L4,B13,Abdullah,Hisham
Paid,13,Jan,Google Ad,AD01-9362,2,"EGP 12,000,000 ",1,4:48,GK,Pre. L3,A1,Mohammed,Kisho
Paid,1,May,Google Ad,AD01-9361,4,"EGP 20,000,000 ",4,4:48,CNI,Pre. L4,B12,Salah,John
Not Paid,12,Jun,Television Ad,AD01-9362,0,EGP 0,2,4:48,,,A7,Abdullah,Adam
Not Paid,6,Sep,Television Ad,AD01-9361,0,EGP 0,1,4:48,,,A2,Mohammed,Kenza
Not Paid,17,Sep,Television Ad,AD01-9362,0,EGP 0,4,4:48,,,A7,Salah,Ahmed
Not Paid,11,Nov,Google Ad,AD01-9364,0,EGP 0,2,4:48,,,B18,Salah,Dina
Not Paid,12,Jun,Television Ad,AD01-9362,0,EGP 0,2,4:48,,,A7,Abdullah,Adam
Paid,18,Feb,Company Website,AD01-9362,5,"EGP 20,000,000 ",1,5:12,GK,Pre. L4,C8,Abdullah,Adam
Paid,11,Oct,Television Ad,AD01-9361,2,"EGP 38,000,000 ",2,5:12,BE,Pre. L8,B12,Ahmed,Hany
Paid,23,Oct,Television Ad,AD01-9364,1,"EGP 19,000,000 ",2,5:12,BE,Pre. L3,A7,Salah,Sahar
Paid,28,Oct,Google Ad,AD01-9362,1,"EGP 7,000,000 ",4,5:12,GK,Fndn. L1,B12,Salah,Dina
Paid,30,Oct,Television Ad,AD01-9361,3,"EGP 12,000,000 ",1,5:12,GK,KJI. L4,B18,Salah,Sahar
Paid,22,Nov,Facebook Page,AD01-9362,4,"EGP 20,000,000 ",2,5:12,CNI,KJI. L4,A1,Mohammed,Rony
Paid,1,Nov,Facebook Page,AD01-9364,5,"EGP 25,000,000 ",2,5:12,GK,Fndn. L5,A4,Abdullah,Hisham
Paid,24,Dec,Youtube Channel,AD01-9361,3,"EGP 11,000,000 ",4,5:12,GK,Pre. L3,A2,Salah,Dary
Paid,18,Feb,Company Website,AD01-9362,5,"EGP 20,000,000 ",1,5:12,GK,Pre. L4,C8,Abdullah,Adam
Not Paid,3,Jan,Facebook Page,AD01-9361,0,EGP 0,1,5:12,,,B13,Salah,Dary
Not Paid,22,Sep,WhatsApp,AD01-9365,0,EGP 0,6,5:12,,,A1,Salah,Dary
Not Paid,5,Oct,WhatsApp,AD01-9361,0,EGP 0,3,5:12,,,A1,Mohammed,Habib
Not Paid,20,Nov,Facebook Page,AD01-9363,0,EGP 0,3,5:12,,,A7,Mohammed,Mohmed
Not Paid,29,Nov,Facebook Page,AD01-9361,0,EGP 0,2,5:12,,,B18,Ahmed,Hany
Not Paid,3,Jan,Facebook Page,AD01-9361,0,EGP 0,1,5:12,,,B13,Salah,Dary
Paid,1,May,Youtube Channel,AD01-9362,2,"EGP 12,000,000 ",3,5:14,GK,KJI. L4,A2,Mohammed,Kisho
Paid,17,Aug,Youtube Channel,AD01-9362,2,"EGP 12,000,000 ",4,5:14,GK,Fndn. L5,B12,Abdullah,Reham
Paid,9,Sep,WhatsApp,AD01-9362,5,"EGP 25,000,000 ",2,5:14,GK,Fndn. L3,A2,Salah,John
Paid,29,Sep,Television Ad,AD01-9363,1,"EGP 7,000,000 ",4,5:14,GK,Fndn. L5,B18,Abdullah,Adam
Paid,11,Oct,Facebook Page,AD01-9362,2,"EGP 38,000,000 ",3,5:14,BE,Fndn. L1,B12,Salah,Sahar
Paid,17,Oct,Company Website,AD01-9364,1,"EGP 19,000,000 ",2,5:14,BE,Pre. L8,B13,Mohammed,Kisho
Paid,4,Oct,Television Ad,AD01-9362,4,"EGP 15,000,000 ",5,5:14,GK,Fndn. L5,A4,Salah,Ahmed
Paid,1,Oct,WhatsApp,AD01-9364,3,"EGP 15,000,000 ",5,5:14,GK,Fndn. L5,A7,Salah,Dary
Paid,11,Nov,Television Ad,AD01-9362,3,"EGP 11,000,000 ",1,5:14,GK,KJI. L4,A2,Mohammed,Kisho
Paid,4,Nov,Television Ad,AD01-9361,2,"EGP 12,000,000 ",1,5:14,GK,Pre. L8,B12,Ahmed,Khalil
Paid,1,May,Youtube Channel,AD01-9362,2,"EGP 12,000,000 ",3,5:14,GK,KJI. L4,A2,Mohammed,Kisho
Paid,17,Aug,Youtube Channel,AD01-9362,2,"EGP 12,000,000 ",4,5:14,GK,Fndn. L5,B12,Abdullah,Reham
Not Paid,11,Aug,Television Ad,AD01-9364,0,EGP 0,1,5:14,,,A7,Mohammed,Kenza
Not Paid,12,Aug,Google Ad,AD01-9362,0,EGP 0,1,5:14,,,A1,Mohammed,Kisho
Not Paid,25,Oct,Google Ad,AD01-9361,0,EGP 0,1,5:14,,,C8,Salah,Sahar
Paid,8,Jan,Facebook Page,AD01-9364,3,"EGP 15,000,000 ",5,5:15,GK,Pre. L3,B13,Salah,Dary
Paid,12,Jun,Facebook Page,AD01-9364,5,"EGP 25,000,000 ",1,5:15,GK,Pre. L4,B12,Mohammed,Mohmed
Paid,30,Sep,Facebook Page,AD01-9362,4,"EGP 20,000,000 ",3,5:15,GK,KJI. L4,A4,Abdullah,Adam
Paid,18,Nov,Google Ad,AD01-9364,4,"EGP 11,000,000 ",1,5:15,CNI,Fndn. L1,B18,Mohammed,Mohmed
Paid,3,Nov,Company Website,AD01-9362,2,"EGP 12,000,000 ",4,5:15,GK,Fndn. L3,A4,Salah,Dina
Paid,7,Nov,Company Website,AD01-9362,3,"EGP 15,000,000 ",5,5:15,GK,Pre. L3,A2,Mohammed,Rony
Paid,19,Nov,Google Ad,AD01-9361,3,"EGP 15,000,000 ",3,5:15,GK,Fndn. L5,A1,Salah,Sahar
Paid,13,Dec,Television Ad,AD01-9363,2,"EGP 38,000,000 ",2,5:15,BE,Fndn. L1,A7,Ahmed,Hany
Paid,14,Dec,Company Website,AD01-9364,2,"EGP 12,000,000 ",2,5:15,GK,Pre. L8,B12,Mohammed,Rony
Paid,8,Jan,Facebook Page,AD01-9364,3,"EGP 15,000,000 ",5,5:15,GK,Pre. L3,B13,Salah,Dary
Paid,12,Jun,Facebook Page,AD01-9364,5,"EGP 25,000,000 ",1,5:15,GK,Pre. L4,B12,Mohammed,Mohmed
Not Paid,29,May,Company Website,AD01-9364,0,EGP 0,2,5:15,,,A2,Abdullah,Reham
Not Paid,5,Oct,Facebook Page,AD01-9364,0,EGP 0,5,5:15,,,B18,Salah,Sahar
Not Paid,10,Dec,Television Ad,AD01-9363,0,EGP 0,3,5:15,,,B13,Salah,Jood
Not Paid,5,Dec,Company Website,AD01-9362,0,EGP 0,5,5:15,,,C8,Mohammed,Habib
Not Paid,29,May,Company Website,AD01-9364,0,EGP 0,2,5:15,,,A2,Abdullah,Reham
Paid,18,Jun,Television Ad,AD01-9364,5,"EGP 25,000,000 ",5,6:15,GK,Fndn. L6,A2,Salah,John
Paid,12,Aug,WhatsApp,AD01-9364,3,"EGP 15,000,000 ",4,6:15,GK,Pre. L2,B13,Abdullah,Adam
Paid,30,Sep,Youtube Channel,AD01-9362,4,"EGP 20,000,000 ",5,6:15,CNI,KJI. L4,B18,Ahmed,Khalil
Paid,16,Sep,Youtube Channel,AD01-9362,3,"EGP 12,000,000 ",2,6:15,GK,Fndn. L5,A4,Ahmed,Khalil
Paid,28,Sep,WhatsApp,AD01-9364,2,"EGP 12,000,000 ",2,6:15,GK,Fndn. L3,A2,Salah,Dary
Paid,7,Oct,Television Ad,AD01-9364,2,"EGP 10,000,000 ",1,6:15,GK,KJI. L4,A1,Abdullah,Reham
Paid,9,Oct,Television Ad,AD01-9364,1,"EGP 7,000,000 ",4,6:15,GK,Fndn. L5,A4,Mohammed,Rony
Paid,18,Oct,WhatsApp,AD01-9362,3,"EGP 15,000,000 ",1,6:15,GK,Pre. L3,B12,Mohammed,Rony
Paid,4,Nov,Television Ad,AD01-9362,2,"EGP 38,000,000 ",5,6:15,BE,Fndn. L5,A7,Mohammed,Rony
